期号,开奖日期,第1位结果,第2位结果,第3位结果,跨度,和值,杀码公式,杀码,杀码正确,杀码情况,形态,形态预测,形态预测正确,形态情况,十位,个位,和,独胆,独胆正确,独胆情况,直选中奖注数,直选中奖奖金,组3中奖注数,组3中奖奖金,组六中奖注数,组六中奖金额,总销售额,开奖公告
19121,2019-5-8,8,8,2,6,18,50006,0,TRUE,,组三,组六,FALSE,,0,6,6,6,FALSE,,"2,700","1,040","5,160",346,0,173,"16,038,804",https://www.lottery.gov.cn/kj/kjxq.html?339121
19120,2019-5-7,9,1,1,8,11,11506,1,FALSE,,组三,组六,FALSE,,0,6,6,6,FALSE,,"4,111","1,040","5,979",346,0,173,"16,372,474",https://www.lottery.gov.cn/kj/kjxq.html?339120
19119,2019-5-6,2,1,1,1,4,34001,4,TRUE,,组三,组六,FALSE,,0,1,1,1,TRUE,,"4,903","1,040","5,391",346,0,173,"17,149,390",https://www.lottery.gov.cn/kj/kjxq.html?339119
19118,2019-5-5,6,2,0,6,8,19591,9,TRUE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"7,301","1,040",0,346,"8,207",173,"17,138,878",https://www.lottery.gov.cn/kj/kjxq.html?339118
19117,2019-5-4,3,5,8,5,16,45221,5,FALSE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"8,814","1,040",0,346,"21,456",173,"16,287,474",https://www.lottery.gov.cn/kj/kjxq.html?339117
19116,2019-5-3,8,2,4,6,14,341,4,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"6,590","1,040",0,346,"9,498",173,"16,303,316",https://www.lottery.gov.cn/kj/kjxq.html?339116
19115,2019-5-2,0,0,8,8,8,52096,2,TRUE,,组三,组六,FALSE,,9,6,15,5,FALSE,,"3,151","1,040","3,372",346,0,173,"15,595,444",https://www.lottery.gov.cn/kj/kjxq.html?339115
19114,2019-5-1,9,4,9,5,22,25861,5,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"2,945","1,040","3,794",346,0,173,"15,798,798",https://www.lottery.gov.cn/kj/kjxq.html?339114
19113,2019-4-30,4,7,2,5,13,29876,9,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"7,667","1,040",0,346,"19,748",173,"16,473,808",https://www.lottery.gov.cn/kj/kjxq.html?339113
19112,2019-4-29,5,4,5,1,14,26631,6,TRUE,,组三,组六,FALSE,,3,1,4,4,TRUE,,"8,656","1,040","7,810",346,0,173,"16,804,802",https://www.lottery.gov.cn/kj/kjxq.html?339112
19111,2019-4-28,4,8,6,4,18,16566,6,FALSE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"3,120","1,040",0,346,"11,770",173,"16,338,534",https://www.lottery.gov.cn/kj/kjxq.html?339111
19110,2019-4-27,3,0,3,3,6,53966,3,FALSE,,组三,组六,FALSE,,6,6,12,2,FALSE,,"4,124","1,040","7,268",346,0,173,"17,059,126",https://www.lottery.gov.cn/kj/kjxq.html?339110
19109,2019-4-26,9,8,3,6,20,16896,6,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"5,325","1,040",0,346,"14,359",173,"18,104,360",https://www.lottery.gov.cn/kj/kjxq.html?339109
19108,2019-4-25,3,0,9,9,12,11671,1,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"3,620","1,040",0,346,"12,464",173,"17,605,162",https://www.lottery.gov.cn/kj/kjxq.html?339108
19107,2019-4-24,2,1,4,3,7,21021,1,FALSE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"3,165","1,040",0,346,"8,853",173,"17,621,866",https://www.lottery.gov.cn/kj/kjxq.html?339107
19106,2019-4-23,3,8,4,5,15,25091,5,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"7,486","1,040",0,346,"14,709",173,"17,309,836",https://www.lottery.gov.cn/kj/kjxq.html?339106
19105,2019-4-22,4,5,8,4,17,25256,5,FALSE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"4,461","1,040",0,346,"16,059",173,"17,482,698",https://www.lottery.gov.cn/kj/kjxq.html?339105
19104,2019-4-21,4,6,1,5,11,18876,8,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"3,242","1,040",0,346,"13,476",173,"16,568,052",https://www.lottery.gov.cn/kj/kjxq.html?339104
19103,2019-4-20,3,4,5,2,12,2981,9,TRUE,,组六,组六,TRUE,,8,1,9,9,FALSE,,"11,251","1,040",0,346,"12,716",173,"16,618,386",https://www.lottery.gov.cn/kj/kjxq.html?339103
19102,2019-4-19,0,5,6,6,11,30756,0,FALSE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"4,171","1,040",0,346,"9,833",173,"18,323,224",https://www.lottery.gov.cn/kj/kjxq.html?339102
19101,2019-4-18,5,6,1,5,12,21241,1,FALSE,,组六,组六,TRUE,,4,1,5,5,TRUE,,"4,885","1,040",0,346,"12,831",173,"16,822,998",https://www.lottery.gov.cn/kj/kjxq.html?339101
19100,2019-4-17,3,8,8,5,19,25256,5,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"8,991","1,040","7,211",346,0,173,"16,075,832",https://www.lottery.gov.cn/kj/kjxq.html?339100
19099,2019-4-16,4,6,1,5,11,30096,0,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"7,171","1,040",0,346,"15,218",173,"16,150,894",https://www.lottery.gov.cn/kj/kjxq.html?339099
19098,2019-4-15,5,4,9,5,18,3806,8,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"5,837","1,040",0,346,"9,445",173,"15,930,882",https://www.lottery.gov.cn/kj/kjxq.html?339098
19097,2019-4-14,0,7,1,7,8,50061,0,FALSE,,组六,组六,TRUE,,6,1,7,7,TRUE,,"3,362","1,040",0,346,"9,985",173,"15,382,634",https://www.lottery.gov.cn/kj/kjxq.html?339097
19096,2019-4-13,9,1,2,8,12,6171,1,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"4,776","1,040",0,346,"9,102",173,"15,215,690",https://www.lottery.gov.cn/kj/kjxq.html?339096
19095,2019-4-12,1,1,4,3,6,4741,7,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"3,571","1,040","4,296",346,0,173,"16,655,064",https://www.lottery.gov.cn/kj/kjxq.html?339095
19094,2019-4-11,0,8,8,8,16,28776,8,FALSE,,组三,组六,FALSE,,7,6,13,3,FALSE,,"5,359","1,040","7,580",346,0,173,"15,478,140",https://www.lottery.gov.cn/kj/kjxq.html?339094
19093,2019-4-10,5,2,5,3,12,28061,8,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"5,725","1,040","9,419",346,0,173,"16,292,644",https://www.lottery.gov.cn/kj/kjxq.html?339093
19092,2019-4-9,5,1,2,4,8,1826,8,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"5,377","1,040",0,346,"10,442",173,"15,539,894",https://www.lottery.gov.cn/kj/kjxq.html?339092
19091,2019-4-8,0,3,5,5,8,43076,3,FALSE,,组六,组六,TRUE,,7,6,13,3,TRUE,,"2,474","1,040",0,346,"7,428",173,"15,738,958",https://www.lottery.gov.cn/kj/kjxq.html?339091
19090,2019-4-7,7,8,5,3,20,20911,0,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"3,517","1,040",0,346,"10,860",173,"15,188,942",https://www.lottery.gov.cn/kj/kjxq.html?339090
19089,2019-4-6,3,8,2,6,13,20856,0,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"2,341","1,040",0,346,"9,176",173,"15,261,436",https://www.lottery.gov.cn/kj/kjxq.html?339089
19088,2019-4-5,3,8,1,7,12,3091,0,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"5,350","1,040",0,346,"14,250",173,"15,460,946",https://www.lottery.gov.cn/kj/kjxq.html?339088
19087,2019-4-4,0,5,8,8,13,19096,9,TRUE,,组六,组六,TRUE,,9,6,15,5,TRUE,,"7,370","1,040",0,346,"9,755",173,"15,884,516",https://www.lottery.gov.cn/kj/kjxq.html?339087
19086,2019-4-3,3,4,9,6,16,33561,3,FALSE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"6,566","1,040",0,346,"14,746",173,"15,727,812",https://www.lottery.gov.cn/kj/kjxq.html?339086
19085,2019-4-2,6,1,2,5,9,16511,6,FALSE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"3,809","1,040",0,346,"10,947",173,"15,915,744",https://www.lottery.gov.cn/kj/kjxq.html?339085
19084,2019-4-1,3,0,2,3,5,3091,0,FALSE,,组六,组六,TRUE,,9,1,10,0,TRUE,,"5,474","1,040",0,346,"9,041",173,"15,738,364",https://www.lottery.gov.cn/kj/kjxq.html?339084
19083,2019-3-31,0,5,8,8,13,32626,2,TRUE,,组六,组六,TRUE,,2,6,8,8,TRUE,,"5,416","1,040",0,346,"11,506",173,"14,999,668",https://www.lottery.gov.cn/kj/kjxq.html?339083
19082,2019-3-30,5,9,5,4,19,52371,2,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"9,530","1,040","10,229",346,0,173,"15,642,004",https://www.lottery.gov.cn/kj/kjxq.html?339082
19081,2019-3-29,9,5,4,5,18,17281,7,TRUE,,组六,组六,TRUE,,8,1,9,9,TRUE,,"5,510","1,040",0,346,"13,521",173,"16,615,714",https://www.lottery.gov.cn/kj/kjxq.html?339081
19080,2019-3-28,3,1,6,5,10,4686,6,FALSE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"5,175","1,040",0,346,"10,822",173,"16,412,766",https://www.lottery.gov.cn/kj/kjxq.html?339080
19079,2019-3-27,0,8,7,8,15,13046,3,TRUE,,组六,组六,TRUE,,4,6,10,0,TRUE,,"7,751","1,040",0,346,"11,258",173,"16,676,794",https://www.lottery.gov.cn/kj/kjxq.html?339079
19078,2019-3-26,2,3,9,7,14,28171,8,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"3,692","1,040",0,346,"10,091",173,"16,269,178",https://www.lottery.gov.cn/kj/kjxq.html?339078
19077,2019-3-25,5,1,4,4,10,11671,1,FALSE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"2,518","1,040",0,346,"10,039",173,"16,002,362",https://www.lottery.gov.cn/kj/kjxq.html?339077
19076,2019-3-24,2,1,4,3,7,23496,3,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"4,310","1,040",0,346,"6,095",173,"15,734,640",https://www.lottery.gov.cn/kj/kjxq.html?339076
19075,2019-3-23,4,2,9,7,15,46211,6,TRUE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"6,099","1,040",0,346,"11,956",173,"15,532,364",https://www.lottery.gov.cn/kj/kjxq.html?339075
19074,2019-3-22,8,4,2,6,14,38896,8,FALSE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"4,882","1,040",0,346,"11,739",173,"16,149,604",https://www.lottery.gov.cn/kj/kjxq.html?339074
19073,2019-3-21,7,0,9,9,16,50556,0,FALSE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"7,215","1,040",0,346,"15,708",173,"15,816,528",https://www.lottery.gov.cn/kj/kjxq.html?339073
19072,2019-3-20,9,2,1,8,12,11176,1,FALSE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"13,978","1,040",0,346,"13,214",173,"15,966,334",https://www.lottery.gov.cn/kj/kjxq.html?339072
19071,2019-3-19,2,0,5,5,7,41426,1,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"3,390","1,040",0,346,"7,664",173,"16,124,118",https://www.lottery.gov.cn/kj/kjxq.html?339071
19070,2019-3-18,7,5,5,2,17,43516,3,TRUE,,组三,组六,FALSE,,1,6,7,7,TRUE,,"2,988","1,040","4,882",346,0,173,"16,062,046",https://www.lottery.gov.cn/kj/kjxq.html?339070
19069,2019-3-17,7,9,3,6,19,30151,0,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"4,238","1,040",0,346,"8,271",173,"15,162,338",https://www.lottery.gov.cn/kj/kjxq.html?339069
19068,2019-3-16,5,5,0,5,10,31746,1,TRUE,,组三,组六,FALSE,,4,6,10,0,TRUE,,"3,523","1,040","4,290",346,0,173,"15,690,148",https://www.lottery.gov.cn/kj/kjxq.html?339068
19067,2019-3-15,5,7,9,4,21,14036,4,TRUE,,组六,组六,TRUE,,3,6,9,9,TRUE,,"8,889","1,040",0,346,"14,369",173,"16,962,734",https://www.lottery.gov.cn/kj/kjxq.html?339067
19066,2019-3-14,2,5,7,5,14,23661,3,TRUE,,组六,组六,TRUE,,6,1,7,7,TRUE,,"3,212","1,040",0,346,"5,523",173,"15,999,934",https://www.lottery.gov.cn/kj/kjxq.html?339066
19065,2019-3-13,4,3,2,2,9,41261,1,TRUE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"2,480","1,040",0,346,"9,021",173,"15,571,880",https://www.lottery.gov.cn/kj/kjxq.html?339065
19064,2019-3-12,7,5,2,5,14,11506,1,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"6,497","1,040",0,346,"19,796",173,"15,139,608",https://www.lottery.gov.cn/kj/kjxq.html?339064
19063,2019-3-11,2,1,1,1,4,46541,6,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"1,847","1,040","3,366",346,0,173,"15,524,896",https://www.lottery.gov.cn/kj/kjxq.html?339063
19062,2019-3-10,8,4,8,4,20,15741,5,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"2,120","1,040","3,177",346,0,173,"15,252,002",https://www.lottery.gov.cn/kj/kjxq.html?339062
19061,2019-3-9,2,8,8,6,18,13046,3,TRUE,,组三,组六,FALSE,,4,6,10,0,FALSE,,"5,435","1,040","10,359",346,0,173,"15,283,106",https://www.lottery.gov.cn/kj/kjxq.html?339061
19060,2019-3-8,2,3,9,7,14,5621,6,TRUE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"4,875","1,040",0,346,"14,838",173,"16,348,368",https://www.lottery.gov.cn/kj/kjxq.html?339060
19059,2019-3-7,1,0,4,4,5,22836,2,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"4,105","1,040",0,346,"7,587",173,"15,640,186",https://www.lottery.gov.cn/kj/kjxq.html?339059
19058,2019-3-6,4,1,7,6,12,47641,7,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"4,972","1,040",0,346,"10,597",173,"15,168,428",https://www.lottery.gov.cn/kj/kjxq.html?339058
19057,2019-3-5,8,6,8,2,22,13761,3,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"4,985","1,040","5,372",346,0,173,"14,959,702",https://www.lottery.gov.cn/kj/kjxq.html?339057
19056,2019-3-4,2,5,2,3,9,9911,9,TRUE,,组三,组六,FALSE,,1,1,2,2,TRUE,,"4,453","1,040","5,393",346,0,173,"15,531,278",https://www.lottery.gov.cn/kj/kjxq.html?339056
19055,2019-3-3,1,8,2,7,11,20471,0,TRUE,,组六,组六,TRUE,,7,1,8,8,TRUE,,"7,711","1,040",0,346,"13,324",173,"14,644,906",https://www.lottery.gov.cn/kj/kjxq.html?339055
19054,2019-3-2,3,7,4,4,14,19921,9,TRUE,,组六,组六,TRUE,,2,1,3,3,TRUE,,"2,390","1,040",0,346,"9,129",173,"14,718,688",https://www.lottery.gov.cn/kj/kjxq.html?339054
19053,2019-3-1,3,6,4,3,13,31636,1,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"4,592","1,040",0,346,"12,433",173,"15,918,034",https://www.lottery.gov.cn/kj/kjxq.html?339053
19052,2019-2-28,5,7,7,2,19,18436,8,TRUE,,组三,组六,FALSE,,3,6,9,9,FALSE,,"3,295","1,040","3,729",346,0,173,"15,409,980",https://www.lottery.gov.cn/kj/kjxq.html?339052
19051,2019-2-27,3,3,7,4,13,44506,4,TRUE,,组三,组六,FALSE,,0,6,6,6,FALSE,,"5,213","1,040","5,787",346,0,173,"14,994,824",https://www.lottery.gov.cn/kj/kjxq.html?339051
19050,2019-2-26,8,1,1,7,10,34661,4,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"5,054","1,040","5,505",346,0,173,"15,085,598",https://www.lottery.gov.cn/kj/kjxq.html?339050
19049,2019-2-25,6,3,2,4,11,8756,7,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"6,914","1,040",0,346,"14,703",173,"14,507,570",https://www.lottery.gov.cn/kj/kjxq.html?339049
19048,2019-2-24,1,6,1,5,8,19866,9,TRUE,,组三,组六,FALSE,,6,6,12,2,FALSE,,"3,324","1,040","5,227",346,0,173,"14,165,782",https://www.lottery.gov.cn/kj/kjxq.html?339048
19047,2019-2-23,3,6,3,3,12,12606,2,TRUE,,组三,组六,FALSE,,0,6,6,6,TRUE,,"4,710","1,040","6,327",346,0,173,"13,906,010",https://www.lottery.gov.cn/kj/kjxq.html?339047
19046,2019-2-22,2,3,1,2,6,20636,0,TRUE,,组六,组六,TRUE,,3,6,9,9,FALSE,,"2,386","1,040",0,346,"6,617",173,"15,161,470",https://www.lottery.gov.cn/kj/kjxq.html?339046
19045,2019-2-21,3,7,7,4,17,5676,6,TRUE,,组三,组六,FALSE,,7,6,13,3,TRUE,,"5,731","1,040","9,061",346,0,173,"14,545,210",https://www.lottery.gov.cn/kj/kjxq.html?339045
19044,2019-2-20,1,0,5,5,6,33066,3,TRUE,,组六,组六,TRUE,,6,6,12,2,FALSE,,"2,644","1,040",0,346,"5,673",173,"14,112,966",https://www.lottery.gov.cn/kj/kjxq.html?339044
19043,2019-2-19,6,0,3,6,9,17941,7,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"2,609","1,040",0,346,"5,288",173,"14,073,502",https://www.lottery.gov.cn/kj/kjxq.html?339043
19042,2019-2-18,3,2,8,6,13,7051,0,TRUE,,组六,组六,TRUE,,5,1,6,6,FALSE,,"4,860","1,040",0,346,"13,373",173,"13,644,856",https://www.lottery.gov.cn/kj/kjxq.html?339042
19041,2019-2-17,1,3,0,3,4,16456,6,TRUE,,组六,组六,TRUE,,5,6,11,1,TRUE,,"2,848","1,040",0,346,"4,339",173,"13,678,064",https://www.lottery.gov.cn/kj/kjxq.html?339041
19040,2019-2-16,3,0,1,3,4,3531,5,TRUE,,组六,组六,TRUE,,3,1,4,4,FALSE,,"3,346","1,040",0,346,"5,398",173,"13,671,418",https://www.lottery.gov.cn/kj/kjxq.html?339040
19039,2019-2-15,0,6,6,6,12,2541,5,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"4,692","1,040","5,573",346,0,173,"14,692,712",https://www.lottery.gov.cn/kj/kjxq.html?339039
19038,2019-2-14,0,4,8,8,12,38346,8,FALSE,,组六,组六,TRUE,,4,6,10,0,TRUE,,"2,571","1,040",0,346,"7,041",173,"13,576,378",https://www.lottery.gov.cn/kj/kjxq.html?339038
19037,2019-2-13,6,9,9,3,24,27786,7,TRUE,,组三,组六,FALSE,,8,6,14,4,FALSE,,"5,428","1,040","5,061",346,0,173,"13,868,440",https://www.lottery.gov.cn/kj/kjxq.html?339037
19036,2019-2-12,5,0,7,7,12,31526,1,TRUE,,组六,组六,TRUE,,2,6,8,8,FALSE,,"2,579","1,040",0,346,"6,467",173,"12,919,338",https://www.lottery.gov.cn/kj/kjxq.html?339036
19035,2019-2-11,5,7,5,2,17,44341,4,TRUE,,组三,组六,FALSE,,4,1,5,5,TRUE,,"3,455","1,040","4,062",346,0,173,"12,884,006",https://www.lottery.gov.cn/kj/kjxq.html?339035
19034,2019-2-3,8,0,8,8,16,18711,8,FALSE,,组三,组六,FALSE,,1,1,2,2,FALSE,,"8,307","1,040","4,246",346,0,173,"14,118,290",https://www.lottery.gov.cn/kj/kjxq.html?339034
19033,2019-2-2,3,4,2,2,9,46541,6,TRUE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"2,764","1,040",0,346,"9,244",173,"16,590,310",https://www.lottery.gov.cn/kj/kjxq.html?339033
19032,2019-2-1,8,4,8,4,20,39061,9,TRUE,,组三,组六,FALSE,,6,1,7,7,FALSE,,"3,900","1,040","4,044",346,0,173,"17,236,538",https://www.lottery.gov.cn/kj/kjxq.html?339032
19031,2019-1-31,7,1,2,6,10,45991,5,TRUE,,组六,组六,TRUE,,9,1,10,0,FALSE,,"5,812","1,040",0,346,"8,576",173,"17,609,024",https://www.lottery.gov.cn/kj/kjxq.html?339031
19030,2019-1-30,8,3,8,5,19,13816,3,FALSE,,组三,组六,FALSE,,1,6,7,7,FALSE,,"9,698","1,040","7,819",346,0,173,"17,884,064",https://www.lottery.gov.cn/kj/kjxq.html?339030
19029,2019-1-29,2,5,3,3,10,27456,7,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"4,110","1,040",0,346,"11,090",173,"17,191,104",https://www.lottery.gov.cn/kj/kjxq.html?339029
19028,2019-1-28,5,0,1,5,6,33616,3,TRUE,,组六,组六,TRUE,,1,6,7,7,FALSE,,"5,108","1,040",0,346,"5,691",173,"17,290,318",https://www.lottery.gov.cn/kj/kjxq.html?339028
19027,2019-1-27,6,1,3,5,10,10076,0,TRUE,,组六,组六,TRUE,,7,6,13,3,TRUE,,"6,617","1,040",0,346,"11,733",173,"16,886,102",https://www.lottery.gov.cn/kj/kjxq.html?339027
19026,2019-1-26,1,8,5,7,14,8811,8,FALSE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"4,764","1,040",0,346,"15,158",173,"16,873,682",https://www.lottery.gov.cn/kj/kjxq.html?339026
19025,2019-1-25,1,6,2,5,9,32241,2,FALSE,,组六,组六,TRUE,,4,1,5,5,FALSE,,"3,786","1,040",0,346,"8,954",173,"17,207,322",https://www.lottery.gov.cn/kj/kjxq.html?339025
19024,2019-1-24,5,8,8,3,21,36256,6,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"4,627","1,040","4,230",346,0,173,"16,180,944",https://www.lottery.gov.cn/kj/kjxq.html?339024
19023,2019-1-23,6,6,1,5,13,3971,9,TRUE,,组三,组六,FALSE,,7,1,8,8,FALSE,,"3,656","1,040","5,903",346,0,173,"16,328,734",https://www.lottery.gov.cn/kj/kjxq.html?339023
19022,2019-1-22,0,7,4,7,11,36311,6,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"2,261","1,040",0,346,"6,293",173,"16,042,836",https://www.lottery.gov.cn/kj/kjxq.html?339022
19021,2019-1-21,6,6,2,4,14,45056,5,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"7,054","1,040","9,624",346,0,173,"15,925,050",https://www.lottery.gov.cn/kj/kjxq.html?339021
19020,2019-1-20,8,2,1,7,11,54846,4,TRUE,,组六,组六,TRUE,,4,6,10,0,FALSE,,"6,394","1,040",0,346,"8,477",173,"14,459,512",https://www.lottery.gov.cn/kj/kjxq.html?339020
19019,2019-1-19,9,9,9,0,27,9251,2,TRUE,,豹子,组六,FALSE,,5,1,6,6,FALSE,,"34,510","1,040",0,346,0,173,"15,882,770",https://www.lottery.gov.cn/kj/kjxq.html?339019
19018,2019-1-18,1,7,0,7,8,7986,9,TRUE,,组六,组六,TRUE,,8,6,14,4,FALSE,,"3,229","1,040",0,346,"8,294",173,"17,404,128",https://www.lottery.gov.cn/kj/kjxq.html?339018
19017,2019-1-17,1,4,7,6,12,32406,2,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"9,050","1,040",0,346,"12,996",173,"16,361,618",https://www.lottery.gov.cn/kj/kjxq.html?339017
19016,2019-1-16,5,9,1,8,15,23221,3,TRUE,,组六,组六,TRUE,,2,1,3,3,FALSE,,"4,754","1,040",0,346,"17,630",173,"15,599,062",https://www.lottery.gov.cn/kj/kjxq.html?339016
19015,2019-1-15,4,2,4,2,10,1166,1,TRUE,,组三,组六,FALSE,,6,6,12,2,TRUE,,"6,925","1,040","6,758",346,0,173,"15,332,602",https://www.lottery.gov.cn/kj/kjxq.html?339015
19014,2019-1-14,0,2,3,3,5,12166,2,FALSE,,组六,组六,TRUE,,6,6,12,2,TRUE,,"4,379","1,040",0,346,"10,626",173,"15,841,646",https://www.lottery.gov.cn/kj/kjxq.html?339014
19013,2019-1-13,2,2,3,1,7,29656,9,TRUE,,组三,组六,FALSE,,5,6,11,1,FALSE,,"6,989","1,040","5,718",346,0,173,"15,952,160",https://www.lottery.gov.cn/kj/kjxq.html?339013
19012,2019-1-12,5,4,1,4,10,26961,6,TRUE,,组六,组六,TRUE,,6,1,7,7,FALSE,,"7,114","1,040",0,346,"12,786",173,"15,947,852",https://www.lottery.gov.cn/kj/kjxq.html?339012
19011,2019-1-11,4,9,2,7,15,23276,3,TRUE,,组六,组六,TRUE,,7,6,13,3,FALSE,,"4,092","1,040",0,346,"10,376",173,"16,572,328",https://www.lottery.gov.cn/kj/kjxq.html?339011
19010,2019-1-10,4,2,5,3,11,36641,6,TRUE,,组六,组六,TRUE,,4,1,5,5,TRUE,,"5,185","1,040",0,346,"8,016",173,"16,067,266",https://www.lottery.gov.cn/kj/kjxq.html?339010
19009,2019-1-9,6,6,8,2,20,54186,4,TRUE,,组三,组六,FALSE,,8,6,14,4,FALSE,,"8,817","1,040","10,949",346,0,173,"16,003,492",https://www.lottery.gov.cn/kj/kjxq.html?339009
19008,2019-1-8,9,8,7,2,24,41206,1,TRUE,,组六,组六,TRUE,,0,6,6,6,FALSE,,"4,338","1,040",0,346,"11,300",173,"16,233,066",https://www.lottery.gov.cn/kj/kjxq.html?339008
19007,2019-1-7,7,5,1,6,13,8041,0,TRUE,,组六,组六,TRUE,,4,1,5,5,TRUE,,"2,739","1,040",0,346,"8,742",173,"16,377,494",https://www.lottery.gov.cn/kj/kjxq.html?339007
19006,2019-1-6,1,4,8,7,13,3311,3,TRUE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"3,697","1,040",0,346,"8,831",173,"15,790,470",https://www.lottery.gov.cn/kj/kjxq.html?339006
19005,2019-1-5,0,6,2,6,8,13156,3,TRUE,,组六,组六,TRUE,,5,6,11,1,FALSE,,"2,744","1,040",0,346,"8,158",173,"15,832,330",https://www.lottery.gov.cn/kj/kjxq.html?339005
19004,2019-1-4,2,4,1,3,7,29711,9,TRUE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"3,097","1,040",0,346,"8,117",173,"17,143,378",https://www.lottery.gov.cn/kj/kjxq.html?339004
19003,2019-1-3,5,4,2,3,11,41371,1,TRUE,,组六,组六,TRUE,,7,1,8,8,FALSE,,"3,739","1,040",0,346,"9,087",173,"15,709,018",https://www.lottery.gov.cn/kj/kjxq.html?339003
19002,2019-1-2,7,5,4,3,16,17611,7,FALSE,,组六,组六,TRUE,,1,1,2,2,FALSE,,"9,225","1,040",0,346,"21,822",173,"14,958,490",https://www.lottery.gov.cn/kj/kjxq.html?339002
19001,2019-1-1,3,2,2,1,7,17996,7,TRUE,,组三,组六,FALSE,,9,6,15,5,FALSE,,"2,600","1,040","4,558",346,0,173,"15,138,886",https://www.lottery.gov.cn/kj/kjxq.html?339001
18358,2018-12-31,3,2,9,7,14,50611,0,TRUE,,组六,组六,TRUE,,1,1,2,2,TRUE,,"3,386","1,040",0,346,"9,304",173,"15,108,550",https://www.lottery.gov.cn/kj/kjxq.html?338358
18357,2018-12-30,9,2,2,7,13,10241,0,TRUE,,组三,组六,FALSE,,4,1,5,5,FALSE,,"5,122","1,040","7,998",346,0,173,"14,785,980",https://www.lottery.gov.cn/kj/kjxq.html?338357
18356,2018-12-29,1,8,8,7,17,20691,0,TRUE,,组三,组六,FALSE,,9,1,10,0,FALSE,,"8,387","1,040","12,587",346,0,173,"16,003,254",https://www.lottery.gov.cn/kj/kjxq.html?338356
18355,2018-12-28,3,7,8,5,18,25696,5,TRUE,,组六,组六,TRUE,,9,6,15,5,FALSE,,"7,903","1,040",0,346,"21,517",173,"16,504,454",https://www.lottery.gov.cn/kj/kjxq.html?338355
